Section,Subsection,Question,Answer,Answer Context,Handbook Reference,Figure Numbers,Figure Captions
Head and Neck,Causes of Neck Lump,Can a neck lump just be an infection?,"Yes. Enlarged lymph nodes can occur with infection or inflammation, but persistent, enlarging, hard, fixed, or unexplained lumps need proper assessment.","Cervical lymphadenopathy can be benign or malignant. Infection commonly causes tender, reactive nodes, but persistent, non-tender, enlarging, or fixed lymph nodes raise concern for malignancy. Clinical context, drainage area, constitutional symptoms, smoking and alcohol history, and imaging or cytology guide evaluation.",Head and Neck > Causes of Neck Lump; revised PDF p. 137,,
Head and Neck,Branchial Cysts,"What is a branchial cyst, and why does it appear on the side of the neck?",A branchial cyst is a congenital-type cyst that often appears as an upper neck mass in young adults. It can become infected and may need imaging and surgical treatment.,"Branchial cysts commonly present as upper neck masses in young adults, often in the third decade. They are epithelial inclusions within lymph nodes and may become infected. Evaluation commonly includes ultrasound, fine needle aspiration cytology, and cross-sectional imaging, with surgical excision as treatment.",Head and Neck > Branchial Cysts; revised PDF p. 138,,
Head and Neck,Dysphagia,What does “dysphagia” mean when the doctor writes it down?,"Dysphagia means difficulty swallowing. The doctor will ask whether it affects solids, liquids, or saliva and where you feel food sticking.","Dysphagia is difficulty swallowing and may arise from pharyngeal, upper oesophageal, mid-oesophageal, or lower oesophageal pathology. Characterising whether solids, liquids, or saliva are affected helps distinguish mechanical obstruction from motility or neurological causes.",Head and Neck > Dysphagia > Description and History; revised PDF p. 139,,
Head and Neck,Dysphagia,Why would ear pain matter if my main problem is swallowing?,Pain from the throat can be felt in the ear through shared nerve pathways. Ear pain with swallowing symptoms can be a warning sign that needs careful examination.,"Associated symptoms in dysphagia include hoarseness, odynophagia, choking, regurgitation, nasal regurgitation, otalgia, weight loss, and aspiration. Referred otalgia can occur in pharyngeal or laryngeal pathology and is clinically important when evaluating possible upper aerodigestive tract malignancy.",Head and Neck > Dysphagia > Associated Symptoms; revised PDF p. 139,,
Head and Neck,Dysphagia,Why might I need a barium swallow or camera test for swallowing problems?,"These tests help show whether food passage is blocked, poorly coordinated, or affected by a pouch, stricture, tumour, or movement disorder.","Dysphagia investigations may include blood tests, chest radiography, CT or MRI when malignancy is suspected, barium swallow, panendoscopy with laryngoscopy and upper oesophagoscopy, and dynamic studies such as videofluoroscopy when motility disorders are suspected.",Head and Neck > Dysphagia > Investigations; revised PDF p. 140,,
Head and Neck,Dysphagia,Can a neck mass or thyroid swelling make swallowing difficult?,"Yes. A large neck mass, retrosternal goitre, or other external pressure can compress the throat or oesophagus and cause swallowing difficulty.","Extraluminal causes of dysphagia include external compression from neck masses, retrosternal goitre, vascular abnormalities, mediastinal masses, or lung cancer. These conditions narrow or distort the pharyngeal or oesophageal passage from outside the lumen.",Head and Neck > Dysphagia > Extraluminal Causes; revised PDF p. 140,,
Head and Neck,Dysphonia,What does dysphonia mean?,"Dysphonia means hoarseness or a change in voice quality, pitch, loudness, or effort. It can come from inflammation, vocal cord problems, nerve problems, trauma, or more serious causes.","Dysphonia is altered vocal quality, pitch, loudness, or vocal effort that impairs communication. Causes include malignant disease, benign vocal cord lesions, vocal cord palsy, trauma, endocrine disease, infection, iatrogenic recurrent laryngeal nerve injury, and functional muscle tension dysphonia.",Head and Neck > Dysphonia > Description and Causes; revised PDF p. 141,,
Head and Neck,Dysphonia,When should I worry about a hoarse voice?,"A hoarse voice that persists, worsens, or occurs with smoking history, alcohol use, neck lump, weight loss, coughing blood, swallowing pain, ear pain, or neurological symptoms needs prompt assessment.","Red flags in dysphonia include smoking and alcohol history, neck mass, unexplained weight loss, neurological symptoms, haemoptysis, dysphagia, odynophagia, otalgia, persistent worsening hoarseness, and immunocompromise. These features suggest the need for urgent ENT evaluation.",Head and Neck > Dysphonia > Red Flags; revised PDF p. 141,,
Head and Neck,Dysphonia,Could my inhaler make my voice hoarse?,"Yes. Inhaled corticosteroids can predispose some people to fungal irritation or laryngitis, which may contribute to hoarseness. Your clinician will consider this alongside other causes.","Infective causes of dysphonia include laryngitis and candida, with inhaled corticosteroid use noted as a predisposing factor. Medication history is therefore relevant when assessing hoarseness, especially if symptoms coincide with inhaler use or visible laryngeal irritation.",Head and Neck > Dysphonia > Infective and Iatrogenic Causes; revised PDF p. 141,,
Head and Neck,Dysphonia,Why might a hoarse voice after thyroid surgery be checked carefully?,"The recurrent laryngeal nerve, which moves the vocal cord, can be affected by thyroid surgery. A voice change may need laryngeal examination.","The recurrent laryngeal nerve supplies all intrinsic laryngeal muscles except cricothyroid. It is at risk during thyroid surgery, and injury can cause vocal cord paralysis. Postoperative hoarseness should therefore prompt consideration of vocal cord function and airway safety.","Head and Neck > Nervous Supply / Dysphonia; revised PDF pp. 132, 141",,
Head and Neck,Tonsillitis,Is tonsillitis usually bacterial?,"Not always. Most acute tonsillitis is viral, especially in children and young adults, so antibiotics are not useful for every sore throat.","Tonsillitis is infection of the palatine tonsils and may be viral or bacterial. Acute tonsillitis is common in children and young adults, with viral causes forming the majority and bacterial causes forming a smaller proportion. Group A beta-haemolytic streptococcus is the commonest bacterial cause.",Head and Neck > Tonsillitis > Description and Epidemiology; revised PDF p. 142,[58],"Figure 58: Acute Tonsillitis illustrating white follicles on the tonsils (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Tonsillitis,Why does tonsillitis sometimes cause earache?,Throat pain can be referred to the ear through shared nerve pathways. This means the ear can hurt even when the main infection is in the tonsils.,"Tonsillitis can cause odynophagia, dysphagia, earache, malaise, headache, fever, swollen tonsils, exudate, and cervical lymphadenopathy. Referred otalgia occurs because sensory innervation of the throat and ear overlaps through cranial nerve pathways.",Head and Neck > Tonsillitis > Symptoms; revised PDF p. 142,,
Head and Neck,Tonsillitis,What is a “hot potato” voice in tonsillitis?,"A muffled, thick voice can occur when the tonsils or tissues around them are swollen. If it occurs with severe one-sided pain, trismus, or uvula deviation, a quinsy may be suspected.","Tonsillar enlargement can produce a muffled or “hot potato” voice. In peritonsillar abscess, severe usually unilateral pain, trismus, uvular deviation away from the swelling, and peritonsillar swelling suggest pus collection around the tonsil rather than uncomplicated tonsillitis.",Head and Neck > Tonsillitis > Signs and Natural History; revised PDF pp. 142–144,"[58,59]","Figure 58: Acute Tonsillitis illustrating white follicles on the tonsils (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com). || Figure 59: Left Sided Peritonsillar Abscess (Quinsy) (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Tonsillitis,Why does the doctor use the Centor criteria before giving antibiotics?,The Centor criteria estimate whether tonsillitis is likely bacterial. Antibiotics are generally considered when enough features suggest bacterial infection.,"Antibiotic decisions in acute tonsillitis may be guided by Centor criteria: tonsillar exudate, fever, absence of cough, and tender cervical lymph nodes. When three or four criteria are present, bacterial tonsillitis is more likely and antibiotics are more appropriate.",Head and Neck > Tonsillitis > Antibiotics and Centor Criteria; revised PDF p. 144,,
Head and Neck,Tonsillitis,When is tonsil removal considered for repeated sore throats?,"Tonsillectomy may be considered when sore throats are clearly due to acute tonsillitis, are disabling, and occur frequently over documented periods.","Recurrent acute sore throat may justify tonsillectomy when episodes are due to acute tonsillitis, significantly impair normal function, and meet frequency thresholds such as seven or more significant episodes in one year, five or more per year for two years, or three or more per year for three years.",Head and Neck > Tonsillitis > Tonsillectomy Indications; revised PDF p. 145,,
Head and Neck,Pharyngeal Pouch,What is a pharyngeal pouch?,"A pharyngeal pouch, also called Zenker’s diverticulum, is an outpouching from the throat wall near the upper oesophageal sphincter. It can trap food and cause swallowing problems.",A pharyngeal pouch is an outpouching of mucosa and submucosa through an area of weakness called Killian’s dehiscence between cricopharyngeus and thyropharyngeus. It is more common in elderly men and may relate to discoordination between sphincter opening and bolus propulsion.,Head and Neck > Pharyngeal Pouch > Description and Cause; revised PDF p. 146,[60],"Figure 60: Zenker's Diverticulum(reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Pharyngeal Pouch,Why do I bring up undigested food hours after eating?,Regurgitation of undigested food can occur when food collects in a pharyngeal pouch and later comes back up. This can also cause bad breath and coughing.,"A pharyngeal pouch can retain food in the hypopharyngeal outpouching. Symptoms include progressive dysphagia, lump sensation, regurgitation of undigested food, halitosis from food stasis, gurgling, and recurrent chest infections if aspiration occurs.",Head and Neck > Pharyngeal Pouch > Symptoms and Signs; revised PDF p. 146,[60],"Figure 60: Zenker's Diverticulum(reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Pharyngeal Pouch,Why is a barium swallow used for suspected pharyngeal pouch?,A barium swallow outlines the pouch and helps confirm the diagnosis. It shows how contrast moves through the throat and upper oesophagus.,Barium swallow is the definitive investigation for pharyngeal pouch because it demonstrates the outpouching and bolus pathway. Rigid oesophagoscopy may also be used to exclude carcinoma of the pouch wall. Symptomatic pouches may be treated by endoscopic stapling or open surgery.,Head and Neck > Pharyngeal Pouch > Investigations and Management; revised PDF p. 147,[60],"Figure 60: Zenker's Diverticulum(reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Globus Pharyngeus,Why do I feel a lump in my throat even though I can swallow normally?,"This can be globus pharyngeus, a sensation of a lump or foreign body in the throat without an obvious structural cause. It is diagnosed only after other causes are excluded.","Globus pharyngeus is the sensation of a lump, discomfort, or foreign body in the throat without an obvious cause. It is common in ENT clinics and is linked with stress, anxiety, somatisation, laryngopharyngeal reflux, cricopharyngeal spasm, and oesophagitis.",Head and Neck > Globus Pharyngeus > Description; revised PDF p. 148,,
Head and Neck,Globus Pharyngeus,Why do I still need a throat camera if the doctor thinks it is globus?,"The camera helps exclude other causes before calling it globus. This is especially important if there are risk factors like smoking, heavy alcohol use, or concerning symptoms.","Globus is a diagnosis of exclusion. Thorough ENT examination, including flexible nasopharyngolaryngoscopy, is used to rule out other causes. In patients with smoking or excess alcohol history, further tests such as barium swallow, CT, or upper GI endoscopy may be considered to exclude oesophageal pathology.",Head and Neck > Globus Pharyngeus > Investigations; revised PDF p. 148,,
Head and Neck,Thyroid Masses,Why is ultrasound usually the first test for a thyroid lump?,Ultrasound shows whether the lump looks benign or suspicious and checks nearby lymph nodes. It also helps decide whether a needle sample is needed.,"Ultrasound of the neck is first-line imaging for thyroid masses. It risk-stratifies thyroid lesions, distinguishes solitary nodules from nodules within multinodular goitre, assesses malignant cervical lymphadenopathy, and guides fine needle aspiration cytology when suspicious features are present.",Head and Neck > Thyroid Masses > Investigations; revised PDF p. 149,,
Head and Neck,Thyroid Masses,What ultrasound features make a thyroid nodule more suspicious?,"Suspicious features include a solid dark-looking nodule, tiny calcifications, irregular edges, a taller-than-wide shape, or abnormal lymph nodes.","Suspicious thyroid ultrasound findings include solid hypoechoic nodules with microcalcifications, irregular margins, taller-than-wide shape, and lymphadenopathy. Ultrasound grades range from U2 benign to U5 malignant, while equivocal U3 and U4 lesions require further investigation.",Head and Neck > Thyroid Masses > Ultrasound Features; revised PDF p. 149,,
Head and Neck,Thyroid Masses,Why can a needle test diagnose some thyroid cancers but not follicular cancer?,"A needle sample looks at cells, but follicular cancer is diagnosed by seeing invasion through the capsule or blood vessels, which requires examining the whole nodule after surgery.","Fine needle aspiration cytology can diagnose papillary carcinoma, but it cannot reliably distinguish follicular adenoma from follicular carcinoma. Follicular carcinoma depends on histological evidence of capsular or vascular invasion, so diagnostic hemithyroidectomy may be required.",Head and Neck > Thyroid Masses > Fine Needle Aspiration Cytology; revised PDF p. 149,,
Head and Neck,Thyroglossal Cyst or Sinus,Why does a midline neck lump move when I stick my tongue out?,That movement can suggest a thyroglossal cyst because it is connected to the embryological path of the thyroid from the tongue base.,"A thyroglossal cyst is an epithelial remnant of the thyroglossal tract. It may occur anywhere between the tongue base and trachea, usually near the hyoid bone. It classically moves upward with tongue protrusion and swallowing because of its embryological relationship to thyroid descent.",Head and Neck > Thyroid Masses > Thyroglossal Cyst or Sinus; revised PDF pp. 150–151,,
Head and Neck,Thyroglossal Cyst or Sinus,Why must doctors check for a normal thyroid before removing a thyroglossal cyst?,"Rarely, the cyst may contain the only functioning thyroid tissue. Removing it without confirming a normal thyroid gland could cause hypothyroidism.","Thyroglossal cysts can be associated with ectopic thyroid tissue and may very rarely contain the only functioning thyroid tissue. Ultrasound, with or without fine needle aspiration, confirms anatomy and demonstrates the presence of a normal thyroid gland before surgical treatment.",Head and Neck > Thyroid Masses > Thyroglossal Cyst or Sinus > Investigations; revised PDF p. 151,,
Head and Neck,Multinodular Goitre,What is a multinodular goitre?,"A multinodular goitre is an enlarged thyroid containing multiple nodules. It may be painless and asymptomatic, but large goitres can cause cosmetic or pressure symptoms.","Multinodular goitre is the commonest cause of goitre in the Western world. It usually occurs in euthyroid patients and may present as a visible or palpable neck lump, cosmetic deformity, multiple irregular nodules, or pressure symptoms such as breathlessness, orthopnoea, and dysphagia when large.",Head and Neck > Thyroid Masses > Multinodular Goitre; revised PDF p. 152,,
Head and Neck,Multinodular Goitre,Why would a thyroid swelling make breathing worse when lying down?,"A large goitre can press on the airway or extend behind the breastbone. This can cause breathlessness, especially when lying flat.","Large multinodular goitres can cause mass effect, including tracheal compression or retrosternal extension. Symptoms may include breathlessness, orthopnoea, dysphagia, and cosmetic deformity. CT neck and chest and pulmonary function testing may be used when retrosternal extension or obstruction is suspected.",Head and Neck > Thyroid Masses > Multinodular Goitre > Pressure Symptoms; revised PDF pp. 152–153,,
Head and Neck,Thyroid Cancer,Does a thyroid lump always mean cancer?,"No. Many thyroid lumps are benign. However, suspicious ultrasound features, abnormal lymph nodes, family history, radiation exposure, or certain cytology results may require specialist review.","Thyroid cancer is less common than benign thyroid nodules. Risk factors include radiation exposure and family history. Work-up includes ultrasound, possible fine needle aspiration, thyroid function tests, and cytological classification. Suspicious nodules are discussed by a thyroid multidisciplinary team.",Head and Neck > Thyroid Masses > Thyroid Cancer; revised PDF pp. 154–157,,
Head and Neck,Thyroid Cancer,"Why does the thyroid team talk about THY1, THY2, THY3, THY4, and THY5?","These categories describe cytology results from a thyroid needle sample and estimate cancer risk. They help the team decide whether repeat sampling, monitoring, or surgery is needed.","Thyroid nodules are classified cytologically using THY categories. THY1 is non-diagnostic, THY2 is non-neoplastic, THY3 is a follicular lesion requiring surgical assessment of the nodule, THY4 is suspicious but not diagnostic, and THY5 is diagnostic of malignancy. Management is guided through multidisciplinary review.",Head and Neck > Thyroid Masses > THY Classification; revised PDF p. 154,,
Head and Neck,Thyroid Cancer,Why is papillary thyroid cancer often treated with surgery even when survival is good?,"Surgery removes the thyroid cancer, allows staging, and helps manage lymph-node disease. Further treatment is individualised depending on risk and tumour features.","Papillary thyroid cancer is the most common thyroid cancer and often has excellent prognosis. Management may include thyroid lobectomy or total thyroidectomy depending on tumour size and risk. Neck dissection may be considered when metastatic cervical lymph nodes are present, followed by selective use of radioiodine and thyroglobulin monitoring.",Head and Neck > Thyroid Masses > Papillary Thyroid Cancer; revised PDF pp. 155–156,,
Head and Neck,Thyroid Cancer,Why does medullary thyroid cancer need genetic and hormone-related tests?,"Some medullary thyroid cancers are inherited and linked with other endocrine tumours. Tests such as calcitonin, CEA, RET genetic screening, and urine metanephrines help guide safe treatment.","Medullary thyroid carcinoma arises from parafollicular C cells and may be sporadic or inherited through syndromes such as familial medullary thyroid cancer, MEN 2A, or MEN 2B. Investigation includes ultrasound, FNA, calcitonin, carcinoembryonic antigen, RET screening, and assessment for phaeochromocytoma before surgery.",Head and Neck > Thyroid Masses > Medullary Thyroid Carcinoma; revised PDF pp. 156–157,,
Head and Neck,Thyroid Cancer,Why is a rapidly growing hard thyroid lump in an older person concerning?,A rapidly enlarging hard thyroid mass can indicate an aggressive thyroid cancer or lymphoma. It needs urgent specialist assessment and often tissue biopsy.,"Anaplastic thyroid carcinoma is rare, aggressive, and tends to affect elderly patients, presenting over months as a rapidly enlarging bulky hard neck mass. Thyroid lymphoma can also present as a rapidly enlarging goitre with compressive symptoms, especially in association with Hashimoto’s thyroiditis.",Head and Neck > Thyroid Masses > Anaplastic Thyroid Cancer and Thyroid Lymphoma; revised PDF p. 157,,
Head and Neck,Benign and Malignant Neoplasms of the Salivary Glands,Is a painless lump near the parotid gland usually cancer?,"Many parotid lumps are benign, especially pleomorphic adenoma. However, any salivary gland mass should be assessed because some features can suggest malignancy.","Salivary gland tumours account for a small proportion of head and neck neoplasms. Around 80% arise in the parotid, and most parotid tumours are benign. Submandibular and sublingual tumours are less common but have a higher malignancy rate.",Head and Neck > Benign and Malignant Neoplasms of the Salivary Glands; revised PDF p. 158,[61],"Figure 61: Pleomorphic adenoma of the parotid gland (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Benign and Malignant Neoplasms of the Salivary Glands,What signs make a salivary gland lump more suspicious?,"Hardness, rapid growth, tenderness, skin ulceration, fixation to surrounding tissue, or facial weakness are concerning features that need specialist assessment.","Red flags in salivary gland neoplasms include hardness, rapid growth, tenderness, infiltration of surrounding structures, overlying skin ulceration, and facial weakness. Facial palsy is particularly important in parotid masses because the facial nerve passes through the gland.",Head and Neck > Benign and Malignant Neoplasms of the Salivary Glands > Red Flags; revised PDF p. 158,[61],"Figure 61: Pleomorphic adenoma of the parotid gland (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Benign and Malignant Neoplasms of the Salivary Glands,Why remove a benign pleomorphic adenoma if it is not cancer?,Pleomorphic adenomas can continue growing and have a risk of malignant transformation. Surgical removal is often recommended to prevent future problems.,"Pleomorphic adenoma is the commonest benign salivary tumour and commonly arises in the parotid gland. It presents as a painless, slowly enlarging retromandibular lump and carries malignant transformation potential, which is why surgical excision is usually recommended.",Head and Neck > Salivary Gland Tumours > Pleomorphic Adenoma; revised PDF p. 159,[61],"Figure 61: Pleomorphic adenoma of the parotid gland (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Benign and Malignant Neoplasms of the Salivary Glands,Why is facial weakness mentioned so much with salivary gland cancer?,"Facial weakness suggests that a tumour may be affecting the facial nerve. This is an important warning sign, especially with parotid gland disease.",Malignant salivary tumours may involve nerves directly or through perineural spread. Adenoid cystic carcinoma characteristically spreads along nerves and may involve the facial nerve. Facial weakness in a salivary gland mass therefore increases concern for malignancy and influences surgical planning.,Head and Neck > Salivary Gland Tumours > Malignant Salivary Tumours; revised PDF pp. 158–160,,
Head and Neck,Carcinoma of the Oral Cavity,What mouth symptoms should make me see a doctor rather than waiting?,"A persistent ulcer, unexplained bleeding, mouth pain, loose teeth, white or red patches, or a lump in the mouth should be checked, especially if you smoke or drink alcohol.","Oral cavity carcinoma can affect the lips, tongue, floor of mouth, alveolar ridge, hard palate, or buccal lining. Most are squamous cell carcinomas. Symptoms may include persistent ulceration, pain, bleeding, loose teeth, leukoplakia, erythroplakia, dysphagia, or cervical lymphadenopathy.",Head and Neck > Carcinoma of the Oral Cavity; revised PDF pp. 161–162,,
Head and Neck,Carcinoma of the Oral Cavity,Why are white or red patches in the mouth taken seriously?,Some white or red patches can be premalignant or malignant changes. They need examination and sometimes biopsy to confirm what they are.,"Oral leukoplakia and erythroplakia are clinically important mucosal findings because they may represent premalignant or malignant change. Persistent mucosal lesions, especially in high-risk patients with smoking or alcohol exposure, require careful oral examination and histological assessment when indicated.",Head and Neck > Carcinoma of the Oral Cavity > Symptoms and Signs; revised PDF pp. 161–162,,
Head and Neck,Carcinoma of the Oral Cavity,Why is lower lip cancer linked with sun exposure?,"The lower lip receives more sunlight exposure and is a common site for sun-related lip cancer, particularly in older fair-skinned men.","Lip carcinoma is among the more curable head and neck cancers and is associated with sun exposure. The lower lip is most often affected. Risk factors include older age, male sex, and fairer skin, with treatment depending on the lesion and its stage.",Head and Neck > Carcinoma of the Oral Cavity > Carcinoma of Lip; revised PDF p. 162,,
Head and Neck,Carcinoma of the Pharynx,What parts of the throat can get pharyngeal cancer?,"Pharyngeal cancer can involve the nasopharynx, oropharynx, or hypopharynx. Each region has different symptoms, risk factors, and treatment approaches.","The pharynx is divided into nasopharynx, oropharynx, and hypopharynx. Carcinomas in these regions differ in anatomical site, risk factors, clinical presentation, investigation, and management. Assessment usually involves head and neck examination, endoscopy, biopsy, imaging, and multidisciplinary planning.",Head and Neck > Carcinoma of the Pharynx; revised PDF p. 163,[62],Figure 62: Divisions of the pharynx.
Head and Neck,Carcinoma of the Nasopharynx,Why can a tumour behind the nose cause hearing loss or fluid behind the ear?,"The post-nasal space is close to the Eustachian tube opening. A tumour there can block the tube and cause middle-ear fluid, hearing loss, or ear discomfort.","Nasopharyngeal carcinoma arises in the postnasal space and can present with cervical lymphadenopathy, ear pain, secretory otitis media, hearing loss, cranial nerve palsies, nasal obstruction, epistaxis, or postnasal drip. Eustachian tube obstruction explains middle-ear effusion and conductive hearing symptoms.",Head and Neck > Carcinoma of the Pharynx > Carcinoma of the Nasopharynx; revised PDF p. 164,,
Head and Neck,Carcinoma of the Oropharynx,Why is HPV mentioned when discussing tonsil or tongue-base cancer?,"Some oropharyngeal cancers, especially those involving the tonsil or tongue base, are strongly associated with HPV types 16 and 18.","Oropharyngeal carcinoma includes tumours of the tongue base and tonsils. Risk factors include smoking, alcohol, and strong association with HPV 16 and HPV 18. HPV-related disease is increasingly seen in younger adults, including some non-smokers.",Head and Neck > Carcinoma of the Pharynx > Carcinoma of the Oropharynx; revised PDF p. 165,,
Head and Neck,Carcinoma of the Hypopharynx,"Why are swallowing difficulty, ear pain, and voice change concerning together?","This combination can occur with hypopharyngeal or other throat cancers, particularly when symptoms are progressive or associated with neck lumps.","Hypopharyngeal cancers often arise in the pyriform sinus and are usually squamous cell carcinomas. Symptoms may include cervical lymphadenopathy, pain radiating from throat to ear, sore throat, progressive dysphagia or odynophagia, and voice changes. Metastases are common at presentation.",Head and Neck > Carcinoma of the Pharynx > Carcinoma of the Hypopharynx; revised PDF p. 166,,
Head and Neck,Carcinoma of the Larynx,Why is a hoarse voice for several weeks treated as a warning sign?,"Persistent or worsening hoarseness can be an early sign of vocal cord disease, including laryngeal cancer. It should be assessed, especially in smokers or heavy alcohol users.","Laryngeal carcinoma most commonly affects the glottis, where the true vocal folds are located. Hoarseness is the most common presentation overall and is especially common in glottic cancer, often worsening over 6–12 weeks. Smoking is the most important risk factor, with alcohol adding cumulative risk.",Head and Neck > Carcinoma of the Larynx > Symptoms and Risk Factors; revised PDF pp. 167–168,[63],"Figure 63: Left glottic squamous cell carcinoma- encroaching on the anterior commissure (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Carcinoma of the Larynx,Why would noisy breathing with throat symptoms be urgent?,"Noisy breathing or stridor can mean the airway is narrowed. In laryngeal disease, this can be serious and needs urgent assessment.","Laryngeal carcinoma may present with hoarseness, cough, haemoptysis, painful swallowing, dysphagia, neck lymphadenopathy, and noisy breathing or stridor. Stridor is particularly concerning because it suggests airway compromise and may occur as a late presentation in supraglottic cancer.",Head and Neck > Carcinoma of the Larynx > Symptoms; revised PDF p. 168,[63],"Figure 63: Left glottic squamous cell carcinoma- encroaching on the anterior commissure (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Carcinoma of the Larynx,Why does treatment for voice-box cancer vary so much between patients?,"Treatment depends on tumour size, location, spread, and staging. Small tumours may need one treatment, while larger tumours may require combined treatments or surgery.",Laryngeal carcinoma is staged using TNM classification and discussed by a multidisciplinary team. Smaller T1 or T2 tumours may be treated with single-modality radiotherapy or endoscopic laser excision. Larger T3 or T4 tumours may require chemoradiotherapy or laryngectomy with postoperative radiotherapy.,Head and Neck > Carcinoma of the Larynx > Treatment; revised PDF p. 168,[63],"Figure 63: Left glottic squamous cell carcinoma- encroaching on the anterior commissure (reproduced with permission from Otolaryngology Houston, www.ghoryeb.com)."
Head and Neck,Laryngopharyngeal Reflux,Can reflux cause throat clearing and hoarseness even without heartburn?,"Yes. Laryngopharyngeal reflux can cause throat symptoms such as hoarseness, throat clearing, chronic cough, globus, and swallowing discomfort even when heartburn is absent.","Laryngopharyngeal reflux describes upper respiratory tract symptoms caused by irritation from gastric contents. Common symptoms include hoarseness, throat clearing, chronic cough, globus pharyngeus, and dysphagia. Heartburn and indigestion correlate poorly with LPR, so absence of typical reflux symptoms does not exclude it.",Head and Neck > Laryngopharyngeal Reflux; revised PDF p. 169,,
Head and Neck,Laryngopharyngeal Reflux,Why was I advised not to eat close to bedtime for throat reflux?,"Eating near bedtime can increase reflux exposure when lying down. Lifestyle measures, including avoiding late meals, can reduce throat irritation in some patients.","Conservative LPR management includes avoiding food within three hours of sleep, stopping smoking, reducing alcohol, addressing obesity, avoiding fizzy drinks, and reducing throat clearing. Speech therapy, alginates, and sometimes proton pump inhibitors may be used, though evidence for PPIs is limited.",Head and Neck > Laryngopharyngeal Reflux > Treatment; revised PDF p. 170,,
Head and Neck,Snoring and Obstructive Sleep Apnoea,Is snoring the same as sleep apnoea?,"No. Snoring is noisy breathing from upper airway resistance, but obstructive sleep apnoea involves repeated breathing pauses or reduced airflow with oxygen drops and sleep arousal.","Snoring reflects upper airway resistance and is common. Obstructive sleep apnoea involves apnoea lasting more than 10 seconds or hypopnoea with oxygen desaturation and arousal. Not all snorers have OSA, although most patients with OSA snore. Severity is classified using the apnoea-hypopnoea index.",Head and Neck > Snoring and Obstructive Sleep Apnoea; revised PDF p. 171,,
Head and Neck,Snoring and Obstructive Sleep Apnoea,Why does the doctor ask my partner about my sleep?,"A partner may notice breath-holding, gasping, choking, restlessness, or loud snoring that you may not remember. This helps screen for obstructive sleep apnoea.","OSA history should include witnessed breath-holding, gasping, choking, restlessness, daytime sleepiness, and irritability. Partner history is useful because the patient may not observe nocturnal events. Some families record sleep patterns to demonstrate apnoea-like episodes.",Head and Neck > Snoring and Obstructive Sleep Apnoea > Symptoms; revised PDF p. 172,,
Head and Neck,Snoring and Obstructive Sleep Apnoea,"Why are weight, neck size, nose blockage, tonsils, and jaw shape checked for sleep apnoea?",These factors can narrow or collapse the airway during sleep. The examination looks for the level or levels where airflow may be obstructed.,"OSA assessment includes BMI, neck circumference, maxillofacial structure, retrognathia or prognathia, large tongue, large uvula, large tonsils, elongated palate, and nasal-to-laryngeal obstruction. Flexible nasopharyngolaryngoscopy helps assess the airway from nose to vocal cords.",Head and Neck > Snoring and Obstructive Sleep Apnoea > Diagnosis; revised PDF p. 172,,
Head and Neck,Snoring and Obstructive Sleep Apnoea,What treatments are used for obstructive sleep apnoea?,"Treatment may include weight loss, reducing alcohol, changing sleep position, nasal treatment, oral appliances, CPAP, or surgery in selected cases. The right option depends on severity and cause.","OSA management includes lifestyle modification, positional strategies, nasal dilators, mandibular advancement devices, CPAP to splint the airway, and treatment of nasal obstruction. Surgery targets anatomical obstruction and is common in children through adenotonsillectomy, while adult surgery requires careful selection and counselling.",Head and Neck > Snoring and Obstructive Sleep Apnoea > Treatment; revised PDF p. 173,,
ENT Emergencies,Acute Airways Obstruction,My child is making a harsh noisy sound when breathing in. Should I wait and see if it settles?,"No. Noisy breathing on inspiration, especially stridor, can indicate upper airway obstruction and should be treated as urgent. The child should be assessed immediately, particularly if there is distress, blue colour change, agitation, or difficulty breathing.","Acute airway obstruction is a time-critical emergency because partial obstruction can deteriorate into complete airway compromise. Inspiratory stridor suggests narrowing around the supraglottic or glottic airway, while associated tachypnoea, accessory muscle use, agitation, cyanosis, or reduced breath sounds indicate worsening respiratory effort or fatigue. Children can decompensate quickly because their airway reserve is smaller.",ENT Emergencies > Acute Airways Obstruction,,
